,MapID,YouTubeID,HTML,YouTubeTitle,Date,time,PD,BlogTitle,BlogID,Mode,Title,Artist,Difficulty,Mods,Beatmap by,SiteURL,YouTubeURL,BlogURL
Yes,244691,zHBIUTsy948,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FzHBIUTsy948'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/zHBIUTsy948' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Caramel Heaven</p>
<p>Artist : Last Note.</p>
<p>Beatmap by : Snepif</p>
<p><a href='https://osu.ppy.sh/b/244691' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=244691&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Heaven</p>
<p>Mods : None</p>",[osu!] Last Note. - Caramel Heaven [Heaven],,,,Last Note. - Caramel Heaven [Heaven],131514302058,osu!,Caramel Heaven,Last Note.,Heaven,None,Snepif,http://osu.ppy.sh/b/244691,https://youtu.be/zHBIUTsy948,http://osu.ppn.pw/post/131514302058
Yes,669836,m103xi_2fao,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fm103xi_2fao'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/m103xi_2fao' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : L.Miranic</p>
<p>Artist : LiSA</p>
<p>Beatmap by : Verniy_Chan</p>
<p><a href='https://osu.ppy.sh/b/669836' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=669836&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Muu’s Another</p>
<p>Mods : None</p>",[osu!] LiSA - L.Miranic [Muu’s Another],,,,LiSA - L.Miranic [Muu’s Another],131517641530,osu!,L.Miranic,LiSA,Muu’s Another,None,Verniy_Chan,http://osu.ppy.sh/b/669836,https://youtu.be/m103xi_2fao,http://osu.ppn.pw/post/131517641530
Yes,457833,6Gk1LP-RK3g,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F6Gk1LP-RK3g'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/6Gk1LP-RK3g' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Crack Traxxxx</p>
<p>Artist : Lite Show Magic (t+pazolite vs C-Show)</p>
<p>Beatmap by : Fatfan Kolek</p>
<p><a href='https://osu.ppy.sh/b/457833' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=457833&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Akalvis’ Insane</p>
<p>Mods : None</p>",[osu!] Lite Show Magic (t+pazolite vs C-Show) - Crack Traxxxx [Akalvis’ Insane],,,,Lite Show Magic (t+pazolite vs C-Show) - Crack Traxxxx [Akalvis’ Insane],131542639479,osu!,Crack Traxxxx,Lite Show Magic (t+pazolite vs C-Show),Akalvis’ Insane,None,Fatfan Kolek,http://osu.ppy.sh/b/457833,https://youtu.be/6Gk1LP-RK3g,http://osu.ppn.pw/post/131542639479
Yes,338760,WDBXjSlPJK0,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FWDBXjSlPJK0'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/WDBXjSlPJK0' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Koi Yomi Zakura</p>
<p>Artist : Loos</p>
<p>Beatmap by : _S u w a k o_</p>
<p><a href='https://osu.ppy.sh/b/338760' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=338760&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : S.Star’s 4K Lv.8</p>
<p>Mods : None</p>",[osu!] Loos - Koi Yomi Zakura [S.Star’s 4K Lv.8],,,,Loos - Koi Yomi Zakura [S.Star’s 4K Lv.8],131582674835,Mania,Koi Yomi Zakura,Loos,S.Star’s 4K Lv.8,None,_S u w a k o_,http://osu.ppy.sh/b/338760,https://youtu.be/WDBXjSlPJK0,http://osu.ppn.pw/post/131582674835
Yes,726938,P9YT5HEXDBw,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FP9YT5HEXDBw'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/P9YT5HEXDBw' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Milk Crown on Sonnetica</p>
<p>Artist : nameless</p>
<p>Beatmap by : Fast</p>
<p><a href='https://osu.ppy.sh/b/726938' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=726938&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : miLk ShAke</p>
<p>Mods : None</p>",[osu!] nameless - Milk Crown on Sonnetica [miLk ShAke],,,,nameless - Milk Crown on Sonnetica [miLk ShAke],131603136043,osu!,Milk Crown on Sonnetica,nameless,miLk ShAke,None,Fast,http://osu.ppy.sh/b/726938,https://youtu.be/P9YT5HEXDBw,http://osu.ppn.pw/post/131603136043
Yes,338733,moSdS_5DlJQ,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FmoSdS_5DlJQ'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/moSdS_5DlJQ' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Koi Yomi Zakura</p>
<p>Artist : Loos</p>
<p>Beatmap by : _S u w a k o_</p>
<p><a href='https://osu.ppy.sh/b/338733' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=338733&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : victorica's 4K Lv.15</p>
<p>Mods : None</p>",[osu!] Loos - Koi Yomi Zakura [victorica's 4K Lv.15],,,,Loos - Koi Yomi Zakura [victorica's 4K Lv.15],131607603770,Mania,Koi Yomi Zakura,Loos,victorica's 4K Lv.15,None,_S u w a k o_,http://osu.ppy.sh/b/338733,https://youtu.be/moSdS_5DlJQ,http://osu.ppn.pw/post/131607603770
Yes,132328,pmphYcBxs5o,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FpmphYcBxs5o'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/pmphYcBxs5o' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title :  Inscrutable Battle</p>
<p>Artist : Matsutani Suguru</p>
<p>Beatmap by : dnantoka</p>
<p><a href='https://osu.ppy.sh/b/132328' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=132328&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Takumi</p>
<p>Mods : None</p>",[osu!] Matsutani Suguru -  Inscrutable Battle [Takumi],,,,Matsutani Suguru -  Inscrutable Battle [Takumi],131741370833,osu!, Inscrutable Battle,Matsutani Suguru,Takumi,None,dnantoka,http://osu.ppy.sh/b/132328,https://youtu.be/pmphYcBxs5o,http://osu.ppn.pw/post/131741370833
Yes,626475,VrKhA5sCIDo,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FVrKhA5sCIDo'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/VrKhA5sCIDo' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : F.K.S.</p>
<p>Artist : Nizikawa</p>
<p>Beatmap by : Azer</p>
<p><a href='https://osu.ppy.sh/b/626475' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=626475&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : GRAVITY </p>
<p>Mods : None</p>",[osu!] Nizikawa - F.K.S. [GRAVITY ],,,,Nizikawa - F.K.S. [GRAVITY ],131741433438,osu!,F.K.S.,Nizikawa,GRAVITY ,None,Azer,http://osu.ppy.sh/b/626475,https://youtu.be/VrKhA5sCIDo,http://osu.ppn.pw/post/131741433438
Yes,112729,ATYY8FeXuKM,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FATYY8FeXuKM'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/ATYY8FeXuKM' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Suteki na Hakaba de Kuraseru to Omotta noni</p>
<p>Artist : Senpi</p>
<p>Beatmap by : Kite</p>
<p><a href='https://osu.ppy.sh/b/112729' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=112729&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : DT</p>",[osu!] Senpi - Suteki na Hakaba de Kuraseru to Omotta noni [Insane],,,,Senpi - Suteki na Hakaba de Kuraseru to Omotta noni [Insane],131774977374,osu!,Suteki na Hakaba de Kuraseru to Omotta noni,Senpi,Insane,DT,Kite,http://osu.ppy.sh/b/112729,https://youtu.be/ATYY8FeXuKM,http://osu.ppn.pw/post/131774977374
Yes,444356,jOEmK5Xs7oo,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FjOEmK5Xs7oo'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/jOEmK5Xs7oo' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Installation</p>
<p>Artist : sweet ARMS</p>
<p>Beatmap by : Cherry Blossom</p>
<p><a href='https://osu.ppy.sh/b/444356' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=444356&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Nightmare</p>
<p>Mods : None</p>",[osu!] sweet ARMS - Installation [Nightmare],,,,sweet ARMS - Installation [Nightmare],131797589304,osu!,Installation,sweet ARMS,Nightmare,None,Cherry Blossom,http://osu.ppy.sh/b/444356,https://youtu.be/jOEmK5Xs7oo,http://osu.ppn.pw/post/131797589304
Yes,556638,7BUnEmaWLVA,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F7BUnEmaWLVA'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/7BUnEmaWLVA' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Six trillion years and overnight story</p>
<p>Artist : Kano</p>
<p>Beatmap by : StarForYou</p>
<p><a href='https://osu.ppy.sh/b/556638' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=556638&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : OverNight</p>
<p>Mods : None</p>",[osu!] Kano - Six trillion years and overnight story [OverNight],,,,Kano - Six trillion years and overnight story [OverNight],131864655427,osu!,Six trillion years and overnight story,Kano,OverNight,None,StarForYou,http://osu.ppy.sh/b/556638,https://youtu.be/7BUnEmaWLVA,http://osu.ppn.pw/post/131864655427
Yes,612871,nIj9RpRUCn8,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FnIj9RpRUCn8'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/nIj9RpRUCn8' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Pochiko no Shiawase na Nichijou</p>
<p>Artist : NU-KO</p>
<p>Beatmap by : Enon</p>
<p><a href='https://osu.ppy.sh/b/612871' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=612871&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Startrick no Shiawase na Nichijou</p>
<p>Mods : None</p>",[osu!] NU-KO - Pochiko no Shiawase na Nichijou [Startrick no Shiawase na Nichijou],,,,NU-KO - Pochiko no Shiawase na Nichijou [Startrick no Shiawase na Nichijou],131911252147,osu!,Pochiko no Shiawase na Nichijou,NU-KO,Startrick no Shiawase na Nichijou,None,Enon,http://osu.ppy.sh/b/612871,https://youtu.be/nIj9RpRUCn8,http://osu.ppn.pw/post/131911252147
Yes,749660,-KrS1J_DS3M,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F-KrS1J_DS3M'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/-KrS1J_DS3M' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Chiisana Tenohira (CBKN House Cover)</p>
<p>Artist : Hotaru Murasaki</p>
<p>Beatmap by : shima</p>
<p><a href='https://osu.ppy.sh/b/749660' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=749660&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Chiisana no Uta</p>
<p>Mods : DT</p>",[osu!] Hotaru Murasaki - Chiisana Tenohira (CBKN House Cover) [Chiisana no Uta],,,,Hotaru Murasaki - Chiisana Tenohira (CBKN House Cover) [Chiisana no Uta],131937845798,osu!,Chiisana Tenohira (CBKN House Cover),Hotaru Murasaki,Chiisana no Uta,DT,shima,http://osu.ppy.sh/b/749660,https://youtu.be/-KrS1J_DS3M,http://osu.ppn.pw/post/131937845798
Yes,401208,Ypyl3leOkjc,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FYpyl3leOkjc'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/Ypyl3leOkjc' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Seiken nante Iranai (TV Size)</p>
<p>Artist : Sakakibara Yui</p>
<p>Beatmap by : P A N</p>
<p><a href='https://osu.ppy.sh/b/401208' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=401208&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Sakakibara Yui - Seiken nante Iranai (TV Size) [Insane],,,,Sakakibara Yui - Seiken nante Iranai (TV Size) [Insane],131989011228,osu!,Seiken nante Iranai (TV Size),Sakakibara Yui,Insane,None,P A N,http://osu.ppy.sh/b/401208,https://youtu.be/Ypyl3leOkjc,http://osu.ppn.pw/post/131989011228
Yes,373834,1sgv4Pm4pRk,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F1sgv4Pm4pRk'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/1sgv4Pm4pRk' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Breathe</p>
<p>Artist : TwoThirds</p>
<p>Beatmap by : Secretpipe</p>
<p><a href='https://osu.ppy.sh/b/373834' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=373834&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Barricade's Insane</p>
<p>Mods : None</p>",[osu!] TwoThirds - Breathe [Barricade's Insane],,,,TwoThirds - Breathe [Barricade's Insane],132077416828,osu!,Breathe,TwoThirds,Barricade's Insane,None,Secretpipe,http://osu.ppy.sh/b/373834,https://youtu.be/1sgv4Pm4pRk,http://osu.ppn.pw/post/132077416828
Yes,737197,IW-EJB2P5o8,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FIW-EJB2P5o8'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/IW-EJB2P5o8' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Okeanos</p>
<p>Artist : cosMo@Bousou-P</p>
<p>Beatmap by : Purrinya</p>
<p><a href='https://osu.ppy.sh/b/737197' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=737197&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Raccoon's MX</p>
<p>Mods : None</p>",[osu!] cosMo@Bousou-P - Okeanos [Raccoon's MX],,,,cosMo@Bousou-P - Okeanos [Raccoon's MX],132077580913,osu!,Okeanos,cosMo@Bousou-P,Raccoon's MX,None,Purrinya,http://osu.ppy.sh/b/737197,https://youtu.be/IW-EJB2P5o8,http://osu.ppn.pw/post/132077580913
Yes,137612,4uyattRpYd0,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F4uyattRpYd0'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/4uyattRpYd0' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Rochill Tarmination(9 Voice Edit)</p>
<p>Artist : Au</p>
<p>Beatmap by : Suzully</p>
<p><a href='https://osu.ppy.sh/b/137612' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=137612&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Au - Rochill Tarmination(9 Voice Edit) [Insane],,,,Au - Rochill Tarmination(9 Voice Edit) [Insane],132148486583,osu!,Rochill Tarmination(9 Voice Edit),Au,Insane,None,Suzully,http://osu.ppy.sh/b/137612,https://youtu.be/4uyattRpYd0,http://osu.ppn.pw/post/132148486583
Yes,336295,tXI35IJAWWo,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FtXI35IJAWWo'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/tXI35IJAWWo' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Colorful</p>
<p>Artist : ClariS</p>
<p>Beatmap by : Laurier</p>
<p><a href='https://osu.ppy.sh/b/336295' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=336295&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] ClariS - Colorful [Insane],,,,ClariS - Colorful [Insane],132148594853,osu!,Colorful,ClariS,Insane,None,Laurier,http://osu.ppy.sh/b/336295,https://youtu.be/tXI35IJAWWo,http://osu.ppn.pw/post/132148594853
Yes,370883,RQFW4BT1Q3A,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FRQFW4BT1Q3A'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/RQFW4BT1Q3A' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Colorful - Magibeat Remix</p>
<p>Artist : ClariS</p>
<p>Beatmap by : Neta</p>
<p><a href='https://osu.ppy.sh/b/370883' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=370883&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : WhiteAries' Insane</p>
<p>Mods : None</p>",[osu!] ClariS - Colorful - Magibeat Remix [WhiteAries' Insane],,,,ClariS - Colorful - Magibeat Remix [WhiteAries' Insane],132148702753,osu!,Colorful - Magibeat Remix,ClariS,WhiteAries' Insane,None,Neta,http://osu.ppy.sh/b/370883,https://youtu.be/RQFW4BT1Q3A,http://osu.ppn.pw/post/132148702753
Yes,493382,yRzszOmBjEM,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FyRzszOmBjEM'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/yRzszOmBjEM' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Daily Lunch Special</p>
<p>Artist : Lucky Vacuum</p>
<p>Beatmap by : eLy</p>
<p><a href='https://osu.ppy.sh/b/493382' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=493382&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : squartatrice's Another</p>
<p>Mods : None</p>",[osu!] Lucky Vacuum - Daily Lunch Special [squartatrice's Another],,,,Lucky Vacuum - Daily Lunch Special [squartatrice's Another],132149442048,osu!,Daily Lunch Special,Lucky Vacuum,squartatrice's Another,None,eLy,http://osu.ppy.sh/b/493382,https://youtu.be/yRzszOmBjEM,http://osu.ppn.pw/post/132149442048
Yes,383521,TRigp73bw9U,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FTRigp73bw9U'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/TRigp73bw9U' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Clover Day's</p>
<p>Artist : Marie</p>
<p>Beatmap by : Laurier</p>
<p><a href='https://osu.ppy.sh/b/383521' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=383521&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Yomi's Insane</p>
<p>Mods : None</p>",[osu!] Marie - Clover Day's [Yomi's Insane],,,,Marie - Clover Day's [Yomi's Insane],132149701438,osu!,Clover Day's,Marie,Yomi's Insane,None,Laurier,http://osu.ppy.sh/b/383521,https://youtu.be/TRigp73bw9U,http://osu.ppn.pw/post/132149701438
Yes,593441,xbyYKMHdfWE,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FxbyYKMHdfWE'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/xbyYKMHdfWE' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Chinese Restaurant</p>
<p>Artist : Memme</p>
<p>Beatmap by : M o k o r i</p>
<p><a href='https://osu.ppy.sh/b/593441' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=593441&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Kloyd's Another</p>
<p>Mods : None</p>",[osu!] Memme - Chinese Restaurant [Kloyd's Another],,,,Memme - Chinese Restaurant [Kloyd's Another],132149800773,osu!,Chinese Restaurant,Memme,Kloyd's Another,None,M o k o r i,http://osu.ppy.sh/b/593441,https://youtu.be/xbyYKMHdfWE,http://osu.ppn.pw/post/132149800773
Yes,679084,jPCoswGdbRg,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FjPCoswGdbRg'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/jPCoswGdbRg' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Yuru Yurinrinrinrinrin</p>
<p>Artist : Nanamori-chu * Goraku-bu</p>
<p>Beatmap by : Setz</p>
<p><a href='https://osu.ppy.sh/b/679084' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=679084&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : A Mystery's Insane</p>
<p>Mods : None</p>",[osu!] Nanamori-chu * Goraku-bu - Yuru Yurinrinrinrinrin [A Mystery's Insane],,,,Nanamori-chu * Goraku-bu - Yuru Yurinrinrinrinrin [A Mystery's Insane],132150017368,osu!,Yuru Yurinrinrinrinrin,Nanamori-chu * Goraku-bu,A Mystery's Insane,None,Setz,http://osu.ppy.sh/b/679084,https://youtu.be/jPCoswGdbRg,http://osu.ppn.pw/post/132150017368
Yes,645342,1ZNY6xtIxEU,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F1ZNY6xtIxEU'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/1ZNY6xtIxEU' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : White Eternity</p>
<p>Artist : Nitta Emi</p>
<p>Beatmap by : Sellenite</p>
<p><a href='https://osu.ppy.sh/b/645342' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=645342&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : AstralAir</p>
<p>Mods : None</p>",[osu!] Nitta Emi - White Eternity [AstralAir],,,,Nitta Emi - White Eternity [AstralAir],132150133133,osu!,White Eternity,Nitta Emi,AstralAir,None,Sellenite,http://osu.ppy.sh/b/645342,https://youtu.be/1ZNY6xtIxEU,http://osu.ppn.pw/post/132150133133
Yes,549280,e3CQ2O8oglc,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fe3CQ2O8oglc'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/e3CQ2O8oglc' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Asu no Yozora Shoukaihan</p>
<p>Artist : Orangestar</p>
<p>Beatmap by : Gelbana</p>
<p><a href='https://osu.ppy.sh/b/549280' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=549280&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : TmTk's Insane</p>
<p>Mods : None</p>",[osu!] Orangestar - Asu no Yozora Shoukaihan [TmTk's Insane],,,,Orangestar - Asu no Yozora Shoukaihan [TmTk's Insane],132150222988,osu!,Asu no Yozora Shoukaihan,Orangestar,TmTk's Insane,None,Gelbana,http://osu.ppy.sh/b/549280,https://youtu.be/e3CQ2O8oglc,http://osu.ppn.pw/post/132150222988
